(3, 4, 5)
(6, 8, 10)
(5, 12, 13)
(9, 12, 15)
(8, 15, 17)
(12, 16, 20)
(7, 24, 25)
(15, 20, 25)
(10, 24, 26)
(20, 21, 29)
(18, 24, 30)
(16, 30, 34)
(21, 28, 35)
(12, 35, 37)
(15, 36, 39)
(24, 32, 40)
(9, 40, 41)
(27, 36, 45)
(14, 48, 50)
(30, 40, 50)
(24, 45, 51)
(20, 48, 52)
(28, 45, 53)
(33, 44, 55)
(40, 42, 58)
(36, 48, 60)
(11, 60, 61)
(16, 63, 65)
(25, 60, 65)
(33, 56, 65)
(39, 52, 65)
(32, 60, 68)
(42, 56, 70)
(48, 55, 73)
(24, 70, 74)
(21, 72, 75)
(45, 60, 75)
(30, 72, 78)
(48, 64, 80)
(18, 80, 82)
(13, 84, 85)
(36, 77, 85)
(40, 75, 85)
(51, 68, 85)
(60, 63, 87)
(39, 80, 89)
(54, 72, 90)
(35, 84, 91)
(57, 76, 95)
(65, 72, 97)
(28, 96, 100)
(60, 80, 100)
(20, 99, 101)
(48, 90, 102)
(40, 96, 104)
(63, 84, 105)
(56, 90, 106)
(60, 91, 109)
(66, 88, 110)
(36, 105, 111)
(15, 112, 113)
(69, 92, 115)
(80, 84, 116)
(45, 108, 117)
(56, 105, 119)
(72, 96, 120)
(22, 120, 122)
(27, 120, 123)
(35, 120, 125)
(44, 117, 125)
(75, 100, 125)
(32, 126, 130)
(50, 120, 130)
(66, 112, 130)
(78, 104, 130)
(81, 108, 135)
(64, 120, 136)
(88, 105, 137)
(84, 112, 140)
(55, 132, 143)
(17, 144, 145)
(24, 143, 145)
(87, 116, 145)
(100, 105, 145)
(96, 110, 146)
(48, 140, 148)
(51, 140, 149)
(42, 144, 150)
(90, 120, 150)
(72, 135, 153)
(93, 124, 155)
(60, 144, 156)
(85, 132, 157)
(84, 135, 159)
(96, 128, 160)
(36, 160, 164)
(99, 132, 165)
(65, 156, 169)
(119, 120, 169)
(26, 168, 170)
(72, 154, 170)
(80, 150, 170)
(102, 136, 170)
(52, 165, 173)
(120, 126, 174)
(49, 168, 175)
(105, 140, 175)
(78, 160, 178)
(108, 144, 180)
(19, 180, 181)
(70, 168, 182)
(33, 180, 183)
(57, 176, 185)
(60, 175, 185)
(104, 153, 185)
(111, 148, 185)
(88, 165, 187)
(114, 152, 190)
(95, 168, 193)
(130, 144, 194)
(48, 189, 195)
(75, 180, 195)
(99, 168, 195)
(117, 156, 195)
(28, 195, 197)
(56, 192, 200)
(120, 160, 200)
(40, 198, 202)
(140, 147, 203)
(96, 180, 204)
(45, 200, 205)
(84, 187, 205)
(123, 164, 205)
(133, 156, 205)
(80, 192, 208)
(126, 168, 210)
(112, 180, 212)
(129, 172, 215)
(120, 182, 218)
(144, 165, 219)
(132, 176, 220)
(21, 220, 221)
(85, 204, 221)
(104, 195, 221)
(140, 171, 221)
(72, 210, 222)
(63, 216, 225)
(135, 180, 225)
(30, 224, 226)
(60, 221, 229)
(138, 184, 230)
(160, 168, 232)
(105, 208, 233)
(90, 216, 234)
(141, 188, 235)
(112, 210, 238)
(144, 192, 240)
(120, 209, 241)
(44, 240, 244)
(147, 196, 245)
(54, 240, 246)
(95, 228, 247)
(70, 240, 250)
(88, 234, 250)
(150, 200, 250)
(39, 252, 255)
(108, 231, 255)
(120, 225, 255)
(153, 204, 255)
(32, 255, 257)
(84, 245, 259)
(64, 252, 260)
(100, 240, 260)
(132, 224, 260)
(156, 208, 260)
(180, 189, 261)
(23, 264, 265)
(96, 247, 265)
(140, 225, 265)
(159, 212, 265)
(117, 240, 267)
(69, 260, 269)
(162, 216, 270)
(128, 240, 272)
(105, 252, 273)
(176, 210, 274)
(77, 264, 275)
(165, 220, 275)
(115, 252, 277)
(168, 224, 280)
(160, 231, 281)
(171, 228, 285)
(110, 264, 286)
(63, 280, 287)
(136, 255, 289)
(161, 240, 289)
(34, 288, 290)
(48, 286, 290)
(174, 232, 290)
(200, 210, 290)
(195, 216, 291)
(192, 220, 292)
(68, 285, 293)
(177, 236, 295)
(96, 280, 296)
(102, 280, 298)
(115, 276, 299)
(84, 288, 300)
(180, 240, 300)
(60, 297, 303)
(55, 300, 305)
(136, 273, 305)
(183, 244, 305)
(207, 224, 305)
(144, 270, 306)
(186, 248, 310)
(120, 288, 312)
(25, 312, 313)
(170, 264, 314)
(189, 252, 315)
(75, 308, 317)
(168, 270, 318)
(220, 231, 319)
(192, 256, 320)
(152, 285, 323)
(36, 323, 325)
(80, 315, 325)
(91, 312, 325)
(125, 300, 325)
(165, 280, 325)
(195, 260, 325)
(204, 253, 325)
(180, 273, 327)
(72, 320, 328)
(198, 264, 330)
(108, 315, 333)
(201, 268, 335)
(175, 288, 337)
(130, 312, 338)
(238, 240, 338)
(45, 336, 339)
(52, 336, 340)
(144, 308, 340)
(160, 300, 340)
(204, 272, 340)
(207, 276, 345)
(104, 330, 346)
(240, 252, 348)
(180, 299, 349)
(98, 336, 350)
(210, 280, 350)
(135, 324, 351)
(225, 272, 353)
(213, 284, 355)
(156, 320, 356)
(168, 315, 357)
(216, 288, 360)
(38, 360, 362)
(140, 336, 364)
(27, 364, 365)
(76, 357, 365)
(219, 292, 365)
(240, 275, 365)
(66, 360, 366)
(81, 360, 369)
(114, 352, 370)
(120, 350, 370)
(208, 306, 370)
(222, 296, 370)
(196, 315, 371)
(252, 275, 373)
(176, 330, 374)
(105, 360, 375)
(132, 351, 375)
(225, 300, 375)
(135, 352, 377)
(145, 348, 377)
(152, 345, 377)
(260, 273, 377)
(228, 304, 380)
(231, 308, 385)
(190, 336, 386)
(260, 288, 388)
(189, 340, 389)
(96, 378, 390)
(150, 360, 390)
(198, 336, 390)
(234, 312, 390)
(184, 345, 391)
(56, 390, 394)
(237, 316, 395)
(228, 325, 397)
(112, 384, 400)
(240, 320, 400)
(40, 399, 401)
(155, 372, 403)
(80, 396, 404)
(243, 324, 405)
(280, 294, 406)
(132, 385, 407)
(192, 360, 408)
(120, 391, 409)
(90, 400, 410)
(168, 374, 410)
(246, 328, 410)
(266, 312, 410)
(264, 315, 411)
(249, 332, 415)
(160, 384, 416)
(252, 336, 420)
(29, 420, 421)
(224, 360, 424)
(65, 420, 425)
(87, 416, 425)
(119, 408, 425)
(180, 385, 425)
(200, 375, 425)
(255, 340, 425)
(297, 304, 425)
(77, 420, 427)
(165, 396, 429)
(258, 344, 430)
(145, 408, 433)
(51, 432, 435)
(72, 429, 435)
(261, 348, 435)
(300, 315, 435)
(240, 364, 436)
(288, 330, 438)
(264, 352, 440)
(42, 440, 442)
(170, 408, 442)
(208, 390, 442)
(280, 342, 442)
(144, 420, 444)
(84, 437, 445)
(195, 400, 445)
(203, 396, 445)
(267, 356, 445)
(153, 420, 447)
(280, 351, 449)
(126, 432, 450)
(270, 360, 450)
(99, 440, 451)
(60, 448, 452)
(112, 441, 455)
(175, 420, 455)
(231, 392, 455)
(273, 364, 455)
(168, 425, 457)
(120, 442, 458)
(216, 405, 459)
(276, 368, 460)
(261, 380, 461)
(320, 336, 464)
(279, 372, 465)
(210, 416, 466)
(180, 432, 468)
(282, 376, 470)
(255, 396, 471)
(133, 456, 475)
(285, 380, 475)
(224, 420, 476)
(252, 405, 477)
(288, 384, 480)
(31, 480, 481)
(156, 455, 481)
(185, 444, 481)
(319, 360, 481)
(240, 418, 482)
(44, 483, 485)
(93, 476, 485)
(291, 388, 485)
(325, 360, 485)
(88, 480, 488)
(294, 392, 490)
(108, 480, 492)
(132, 475, 493)
(155, 468, 493)
(232, 435, 493)
(340, 357, 493)
(190, 456, 494)
(297, 396, 495)
(140, 480, 500)
(176, 468, 500)
(300, 400, 500)
(100, 495, 505)
(217, 456, 505)
(303, 404, 505)
(336, 377, 505)
(195, 468, 507)
(357, 360, 507)
(220, 459, 509)
(78, 504, 510)
(216, 462, 510)
(240, 450, 510)
(306, 408, 510)
(336, 385, 511)
(64, 510, 514)
(309, 412, 515)
(168, 490, 518)
(156, 495, 519)
(128, 504, 520)
(200, 480, 520)
(264, 448, 520)
(312, 416, 520)
(279, 440, 521)
(360, 378, 522)
(147, 504, 525)
(315, 420, 525)
(248, 465, 527)
(46, 528, 530)
(192, 494, 530)
(280, 450, 530)
(318, 424, 530)
(92, 525, 533)
(117, 520, 533)
(205, 492, 533)
(308, 435, 533)
(234, 480, 534)
(321, 428, 535)
(138, 520, 538)
(324, 432, 540)
(341, 420, 541)
(57, 540, 543)
(256, 480, 544)
(33, 544, 545)
(184, 513, 545)
(300, 455, 545)
(327, 436, 545)
(210, 504, 546)
(352, 420, 548)
(99, 540, 549)
(154, 528, 550)
(330, 440, 550)
(380, 399, 551)
(230, 504, 554)
(171, 528, 555)
(180, 525, 555)
(312, 459, 555)
(333, 444, 555)
(165, 532, 557)
(215, 516, 559)
(336, 448, 560)
(264, 495, 561)
(320, 462, 562)
(75, 560, 565)
(276, 493, 565)
(339, 452, 565)
(396, 403, 565)
(231, 520, 569)
(342, 456, 570)
(220, 528, 572)
(126, 560, 574)
(161, 552, 575)
(345, 460, 575)
(48, 575, 577)
(272, 510, 578)
(322, 480, 578)
(285, 504, 579)
(68, 576, 580)
(96, 572, 580)
(348, 464, 580)
(400, 420, 580)
(390, 432, 582)
(308, 495, 583)
(384, 440, 584)
(144, 567, 585)
(225, 540, 585)
(297, 504, 585)
(351, 468, 585)
(136, 570, 586)
(354, 472, 590)
(84, 585, 591)
(192, 560, 592)
(368, 465, 593)
(91, 588, 595)
(252, 539, 595)
(280, 525, 595)
(357, 476, 595)
(204, 560, 596)
(230, 552, 598)
(168, 576, 600)
(360, 480, 600)
(240, 551, 601)
(363, 484, 605)
(120, 594, 606)
(420, 441, 609)
(110, 600, 610)
(272, 546, 610)
(366, 488, 610)
(414, 448, 610)
(235, 564, 611)
(288, 540, 612)
(35, 612, 613)
(135, 600, 615)
(252, 561, 615)
(369, 492, 615)
(399, 468, 615)
(105, 608, 617)
(372, 496, 620)
(273, 560, 623)
(240, 576, 624)
(175, 600, 625)
(220, 585, 625)
(336, 527, 625)
(375, 500, 625)
(50, 624, 626)
(340, 528, 628)
(100, 621, 629)
(204, 595, 629)
(296, 555, 629)
(429, 460, 629)
(378, 504, 630)
(150, 616, 634)
(381, 508, 635)
(336, 540, 636)
(245, 588, 637)
(440, 462, 638)
(384, 512, 640)
(200, 609, 641)
(387, 516, 645)
(304, 570, 646)
(72, 646, 650)
(160, 630, 650)
(182, 624, 650)
(250, 600, 650)
(330, 560, 650)
(390, 520, 650)
(408, 506, 650)
(315, 572, 653)
(360, 546, 654)
(393, 524, 655)
(144, 640, 656)
(432, 495, 657)
(396, 528, 660)
(300, 589, 661)
(63, 660, 663)
(255, 612, 663)
(312, 585, 663)
(420, 513, 663)
(399, 532, 665)
(216, 630, 666)
(460, 483, 667)
(402, 536, 670)
(121, 660, 671)
(385, 552, 673)
(350, 576, 674)
(189, 648, 675)
(405, 540, 675)
(260, 624, 676)
(476, 480, 676)
(52, 675, 677)
(90, 672, 678)
(455, 504, 679)
(104, 672, 680)
(288, 616, 680)
(320, 600, 680)
(408, 544, 680)
(37, 684, 685)
(156, 667, 685)
(411, 548, 685)
(440, 525, 685)
(180, 663, 687)
(111, 680, 689)
(265, 636, 689)
(364, 585, 689)
(400, 561, 689)
(414, 552, 690)
(208, 660, 692)
(417, 556, 695)
(480, 504, 696)
(153, 680, 697)
(185, 672, 697)
(328, 615, 697)
(455, 528, 697)
(360, 598, 698)
(315, 624, 699)
(196, 672, 700)
(420, 560, 700)
(260, 651, 701)
(270, 648, 702)
(228, 665, 703)
(423, 564, 705)
(450, 544, 706)
(140, 693, 707)
(259, 660, 709)
(426, 568, 710)
(312, 640, 712)
(336, 630, 714)
(176, 693, 715)
(275, 660, 715)
(363, 616, 715)
(429, 572, 715)
(432, 576, 720)
(360, 627, 723)
(76, 720, 724)
(85, 720, 725)
(120, 715, 725)
(203, 696, 725)
(333, 644, 725)
(364, 627, 725)
(435, 580, 725)
(500, 525, 725)
(280, 672, 728)
(54, 728, 730)
(152, 714, 730)
(438, 584, 730)
(480, 550, 730)
(344, 645, 731)
(132, 720, 732)
(108, 725, 733)
(441, 588, 735)
(162, 720, 738)
(228, 704, 740)
(240, 700, 740)
(416, 612, 740)
(444, 592, 740)
(285, 684, 741)
(392, 630, 742)
(216, 713, 745)
(255, 700, 745)
(407, 624, 745)
(447, 596, 745)
(504, 550, 746)
(352, 660, 748)
(210, 720, 750)
(264, 702, 750)
(450, 600, 750)
(270, 704, 754)
(290, 696, 754)
(304, 690, 754)
(520, 546, 754)
(453, 604, 755)
(468, 595, 757)
(456, 608, 760)
(39, 760, 761)
(420, 637, 763)
(117, 756, 765)
(324, 693, 765)
(360, 675, 765)
(459, 612, 765)
(295, 708, 767)
(481, 600, 769)
(462, 616, 770)
(96, 765, 771)
(380, 672, 772)
(195, 748, 773)
(217, 744, 775)
(465, 620, 775)
(520, 576, 776)
(252, 735, 777)
(378, 680, 778)
(171, 760, 779)
(192, 756, 780)
(300, 720, 780)
(396, 672, 780)
(468, 624, 780)
(368, 690, 782)
(540, 567, 783)
(56, 783, 785)
(273, 736, 785)
(425, 660, 785)
(471, 628, 785)
(112, 780, 788)
(474, 632, 790)
(105, 784, 791)
(143, 780, 793)
(168, 775, 793)
(305, 732, 793)
(432, 665, 793)
(456, 650, 794)
(69, 792, 795)
(288, 741, 795)
(420, 675, 795)
(477, 636, 795)
(555, 572, 797)
(376, 705, 799)
(224, 768, 800)
(480, 640, 800)
(351, 720, 801)
(80, 798, 802)
(528, 605, 803)
(483, 644, 805)
(310, 744, 806)
(207, 780, 807)
(160, 792, 808)
(280, 759, 809)
(486, 648, 810)
(560, 588, 812)
(264, 770, 814)
(489, 652, 815)
(384, 720, 816)
(240, 782, 818)
(315, 756, 819)
(180, 800, 820)
(336, 748, 820)
(492, 656, 820)
(532, 624, 820)
(429, 700, 821)
(528, 630, 822)
(231, 792, 825)
(495, 660, 825)
(540, 629, 829)
(498, 664, 830)
(345, 756, 831)
(320, 768, 832)
(392, 735, 833)
(501, 668, 835)
(504, 672, 840)
(41, 840, 841)
(580, 609, 841)
(58, 840, 842)
(480, 693, 843)
(116, 837, 845)
(123, 836, 845)
(208, 819, 845)
(325, 780, 845)
(429, 728, 845)
(507, 676, 845)
(595, 600, 845)
(448, 720, 848)
(130, 840, 850)
(174, 832, 850)
(238, 816, 850)
(360, 770, 850)
(400, 750, 850)
(510, 680, 850)
(594, 608, 850)
(276, 805, 851)
(205, 828, 853)
(154, 840, 854)
(513, 684, 855)
(232, 825, 857)
(330, 792, 858)
(516, 688, 860)
(189, 840, 861)
(260, 825, 865)
(287, 816, 865)
(504, 703, 865)
(519, 692, 865)
(290, 816, 866)
(408, 765, 867)
(483, 720, 867)
(102, 864, 870)
(144, 858, 870)
(522, 696, 870)
(600, 630, 870)
(335, 804, 871)
(480, 728, 872)
(585, 648, 873)
(245, 840, 875)
(308, 819, 875)
(525, 700, 875)
(576, 660, 876)
(348, 805, 877)
(204, 855, 879)
(528, 704, 880)
(369, 800, 881)
(84, 880, 884)
(340, 816, 884)
(416, 780, 884)
(560, 684, 884)
(531, 708, 885)
(288, 840, 888)
(168, 874, 890)
(390, 800, 890)
(406, 792, 890)
(534, 712, 890)
(306, 840, 894)
(537, 716, 895)
(345, 828, 897)
(560, 702, 898)
(620, 651, 899)
(252, 864, 900)
(540, 720, 900)
(60, 899, 901)
(424, 795, 901)
(451, 780, 901)
(476, 765, 901)
(198, 880, 902)
(120, 896, 904)
(95, 900, 905)
(464, 777, 905)
(543, 724, 905)
(616, 663, 905)
(180, 891, 909)
(224, 882, 910)
(350, 840, 910)
(462, 784, 910)
(546, 728, 910)
(336, 850, 914)
(165, 900, 915)
(408, 819, 915)
(549, 732, 915)
(621, 672, 915)
(240, 884, 916)
(432, 810, 918)
(552, 736, 920)
(522, 760, 922)
(355, 852, 923)
(43, 924, 925)
(259, 888, 925)
(285, 880, 925)
(300, 875, 925)
(520, 765, 925)
(533, 756, 925)
(555, 740, 925)
(640, 672, 928)
(129, 920, 929)
(558, 744, 930)
(420, 832, 932)
(143, 924, 935)
(396, 847, 935)
(440, 825, 935)
(561, 748, 935)
(360, 864, 936)
(215, 912, 937)
(75, 936, 939)
(564, 752, 940)
(580, 741, 941)
(510, 792, 942)
(207, 920, 943)
(567, 756, 945)
(301, 900, 949)
(365, 876, 949)
(420, 851, 949)
(624, 715, 949)
(266, 912, 950)
(570, 760, 950)
(225, 924, 951)
(448, 840, 952)
(615, 728, 953)
(504, 810, 954)
(573, 764, 955)
(660, 693, 957)
(616, 735, 959)
(576, 768, 960)
(62, 960, 962)
(312, 910, 962)
(370, 888, 962)
(638, 720, 962)
(480, 836, 964)
(124, 957, 965)
(387, 884, 965)
(475, 840, 965)
(579, 772, 965)
(456, 855, 969)
(88, 966, 970)
(186, 952, 970)
(582, 776, 970)
(650, 720, 970)
(108, 969, 975)
(240, 945, 975)
(273, 936, 975)
(375, 900, 975)
(495, 840, 975)
